"CODE_SET","CDF_MEANING","CKI"
"26398","192","CKI.CODEVALUE!12313828"
"26398","193","CKI.CODEVALUE!12313829"
"26398","194","CKI.CODEVALUE!12313830"
"26398","195","CKI.CODEVALUE!12313831"
"26398","196","CKI.CODEVALUE!12313832"
"26398","197","CKI.CODEVALUE!4102361871"
"26398","198","CKI.CODEVALUE!4102361872"
"26398","199","CKI.CODEVALUE!4102361873"
"26398","200","CKI.CODEVALUE!4102361874"
"26398","201","CKI.CODEVALUE!4102361875"
"26398","202","CKI.CODEVALUE!4102361876"
"26398","203","CKI.CODEVALUE!4102361877"
"26398","204","CKI.CODEVALUE!4102361878"
"26398","205","CKI.CODEVALUE!2570190560"
"26398","206","CKI.CODEVALUE!2570188426"
"26398","207","CKI.CODEVALUE!2570188427"
"26398","208","CKI.CODEVALUE!2570188428"
"26398","209","CKI.CODEVALUE!2570190561"
"26398","210","CKI.CODEVALUE!2570190562"
"26398","211","CKI.CODEVALUE!2570190563"
"26398","212","CKI.CODEVALUE!2570188429"
"26398","213","CKI.CODEVALUE!2570190564"
"26398","214","CKI.CODEVALUE!2570190565"
"26398","215","CKI.CODEVALUE!2570190566"
"26398","216","CKI.CODEVALUE!2570190567"
"26398","217","CKI.CODEVALUE!2570190568"
"26398","218","CKI.CODEVALUE!2570190569"
"26398","219","CKI.CODEVALUE!2570190570"
"26398","220","CKI.CODEVALUE!2570190571"
"26398","221","CKI.CODEVALUE!2570190572"
"26398","222","CKI.CODEVALUE!4105143306"
"26398","223","CKI.CODEVALUE!4105143308"
"26398","224","CKI.CODEVALUE!4105143309"
"26398","225","CKI.CODEVALUE!4105143311"
"26398","226","CKI.CODEVALUE!4100273952"
"26398","227","CKI.CODEVALUE!4100273953"
"26398","228","CKI.CODEVALUE!4100273954"
"26398","229","CKI.CODEVALUE!4100960523"
"26398","230","CKI.CODEVALUE!4100960524"
"26398","231","CKI.CODEVALUE!4100960522"
"26398","232","CKI.CODEVALUE!4101303555"
"26398","233","CKI.CODEVALUE!4101598855"
"26398","234","CKI.CODEVALUE!4101598856"
"26398","235","CKI.CODEVALUE!4102361870"
"26398","236","CKI.CODEVALUE!4103159126"
"26398","237","CKI.CODEVALUE!4103149472"
"26398","238","CKI.CODEVALUE!4105143313"
"26398","239","CKI.CODEVALUE!4104846765"
"26398","240","CKI.CODEVALUE!4105143315"
"26398","241","CKI.CODEVALUE!4105143316"
"26398","242","CKI.CODEVALUE!4105143317"
"26398","243","CKI.CODEVALUE!4105143318"
"26398","244","CKI.CODEVALUE!4105800850"
"26398","245","CKI.CODEVALUE!4105800922"
"26398","246","CKI.CODEVALUE!4105800919"
"26398","247","CKI.CODEVALUE!4105800870"
"26398","248","CKI.CODEVALUE!4105800859"
"26398","249","CKI.CODEVALUE!4105800895"
"26398","250","CKI.CODEVALUE!4105800910"
"26398","251","CKI.CODEVALUE!4105800883"
"26398","252","CKI.CODEVALUE!4105800843"
"26398","253","CKI.CODEVALUE!4108031561"
"26398","254","CKI.CODEVALUE!4108031553"
"26398","255","CKI.CODEVALUE!4108031554"
"26398","256","CKI.CODEVALUE!4108031560"
"26398","257","CKI.CODEVALUE!4109171303"
"26398","258","CKI.CODEVALUE!4109171309"
"26398","259","CKI.CODEVALUE!4110011117"
"26398","260","CKI.CODEVALUE!4110011118"
"26398","261","CKI.CODEVALUE!4110619236"
"26398","262","CKI.CODEVALUE!4112787002"
"26398","263","CKI.CODEVALUE!4112787001"
"26398","264","CKI.CODEVALUE!4112787004"
"26398","265","CKI.CODEVALUE!4112787000"
"26398","266","CKI.CODEVALUE!4112786998"
"26398","267","CKI.CODEVALUE!4112787003"
"26398","268","CKI.CODEVALUE!4112786999"
"26398","269","CKI.CODEVALUE!4113126975"
"26398","270","CKI.CODEVALUE!4114123040"
"26398","271","CKI.CODEVALUE!4114962430"
"26398","272","CKI.CODEVALUE!4114962431"
"26398","273","CKI.CODEVALUE!4114962432"
"26398","274","CKI.CODEVALUE!4114962433"
"26398","275","CKI.CODEVALUE!4114951267"
"26398","276","CKI.CODEVALUE!4114951268"
"26398","277","CKI.CODEVALUE!4114962449"
"26398","278","CKI.CODEVALUE!4115696665"
"26398","279","CKI.CODEVALUE!4116788202"
"26398","280","CKI.CODEVALUE!4116788193"
"26398","281","CKI.CODEVALUE!4117355126"
"26398","282","CKI.CODEVALUE!4117355116"
"26398","283","CKI.CODEVALUE!4118151782"
"26398","284","CKI.CODEVALUE!4118150833"
"26398","285","CKI.CODEVALUE!4118151796"
"26398","286","CKI.CODEVALUE!4118151813"
"26398","287","CKI.CODEVALUE!4118151859"
"26398","288","CKI.CODEVALUE!4118151864"
"26398","289","CKI.CODEVALUE!4118150836"
"26398","290","CKI.CODEVALUE!4118150832"
"26398","291","CKI.CODEVALUE!4118150831"
"26398","292","CKI.CODEVALUE!4118150818"
"26398","293","CKI.CODEVALUE!4118151840"
"26398","294","CKI.CODEVALUE!4118151858"
"26398","ADJAMTRECEIV","CKI.CODEVALUE!2789714"
"26398","ADMINDAYS","CKI.CODEVALUE!2789699"
"26398","ALLWAMTREDPD","CKI.CODEVALUE!2789788"
"26398","BALNOTCOPYAM","CKI.CODEVALUE!2789662"
"26398","BALNOTDEDUCT","CKI.CODEVALUE!2789663"
"26398","BENADJNOPROC","CKI.CODEVALUE!2789721"
"26398","BENMAXREACHD","CKI.CODEVALUE!2789661"
"26398","BENMAXTIME","CKI.CODEVALUE!2789745"
"26398","BLLDTBEFSVC","CKI.CODEVALUE!2789736"
"26398","BLOODDEDUCT","CKI.CODEVALUE!2789692"
"26398","CAPITATADJ","CKI.CODEVALUE!2789710"
"26398","CHGADJMULTI","CKI.CODEVALUE!2789685"
"26398","CHGADJSECOPI","CKI.CODEVALUE!2789687"
"26398","CHGAFTERTERM","CKI.CODEVALUE!2789653"
"26398","CHGBEFORECOV","CKI.CODEVALUE!2789652"
"26398","CHGEXCTLEGIS","CKI.CODEVALUE!2789671"
"26398","CHGNOTOTPTIN","CKI.CODEVALUE!2789686"
"26398","CHGNOTQUALUG","CKI.CODEVALUE!2789666"
"26398","CHGREDESRD","CKI.CODEVALUE!2789744"
"26398","CHGREDOTRPHY","CKI.CODEVALUE!2789799"
"26398","CHGSEXCMAX","CKI.CODEVALUE!2789668"
"26398","CLMADJMEDCD","CKI.CODEVALUE!2789768"
"26398","CLMADJNOTREC","CKI.CODEVALUE!12313799"
"26398","CLMADJPRIPAY","CKI.CODEVALUE!2789762"
"26398","CLMAJDSPANS","CKI.CODEVALUE!2789767"
"26398","CLMDENAPPROC","CKI.CODEVALUE!2789764"
"26398","CLMDENCHGS","CKI.CODEVALUE!2789771"
"26398","CLMDENDOCFIN","CKI.CODEVALUE!2789814"
"26398","CLMDENINTERM","CKI.CODEVALUE!2789761"
"26398","CLMDENLABCD","CKI.CODEVALUE!2789806"
"26398","CLMDENLENSCS","CKI.CODEVALUE!2789810"
"26398","CLMDENLIABIL","CKI.CODEVALUE!2789646"
"26398","CLMDENMEDREC","CKI.CODEVALUE!2789807"
"26398","CLMDENNOBABY","CKI.CODEVALUE!2789660"
"26398","CLMDENNODEP","CKI.CODEVALUE!2789659"
"26398","CLMDENNODRG","CKI.CODEVALUE!2789778"
"26398","CLMDENNOFAUL","CKI.CODEVALUE!2789647"
"26398","CLMDENNOTINS","CKI.CODEVALUE!2789657"
"26398","CLMDENPTEQUP","CKI.CODEVALUE!2789804"
"26398","CLMDENQUAL","CKI.CODEVALUE!2789733"
"26398","CLMDENRECENT","CKI.CODEVALUE!2789808"
"26398","CLMDENREVORG","CKI.CODEVALUE!2789797"
"26398","CLMDENRXINCM","CKI.CODEVALUE!2789803"
"26398","CLMDENSUBLUX","CKI.CODEVALUE!2789802"
"26398","CLMDENTIMEPR","CKI.CODEVALUE!2789805"
"26398","CLMDENWHOTST","CKI.CODEVALUE!2789813"
"26398","CLMDENWORK","CKI.CODEVALUE!2789645"
"26398","CLMDENXRAYRV","CKI.CODEVALUE!2789809"
"26398","CLMNEGDISC","CKI.CODEVALUE!2789757"
"26398","CLMNOPCMKRFM","CKI.CODEVALUE!2789812"
"26398","CLMNOSUPVDR","CKI.CODEVALUE!2789816"
"26398","CLMNOTCVDPRV","CKI.CODEVALUE!2789735"
"26398","CLMNOTRECTIM","CKI.CODEVALUE!12313800"
"26398","CLMNOTXPLAN","CKI.CODEVALUE!2789815"
"26398","CLMPAIDINFUL","CKI.CODEVALUE!2789718"
"26398","CLMSVCALTAVA","CKI.CODEVALUE!2789786"
"26398","CLMSVCDENEXP","CKI.CODEVALUE!2789681"
"26398","CLMSVCDNINEF","CKI.CODEVALUE!2789682"
"26398","CLMSVCFINFRM","CKI.CODEVALUE!2789811"
"26398","CLMSVCINFO","CKI.CODEVALUE!2789642"
"26398","CLMTOCORRPYR","CKI.CODEVALUE!2789789"
"26398","COINSAMT","CKI.CODEVALUE!2789628"
"26398","COINSDAY","CKI.CODEVALUE!2789698"
"26398","COINSMAJMED","CKI.CODEVALUE!2789753"
"26398","CONTRACTADJ","CKI.CODEVALUE!2789772"
"26398","CONTRFUNDAGR","CKI.CODEVALUE!2789765"
"26398","COPAYAMT","CKI.CODEVALUE!2789629"
"26398","CORRPRIORCLM","CKI.CODEVALUE!2789689"
"26398","COSTOUTLRAMT","CKI.CODEVALUE!2789696"
"26398","COSTREPTDAYS","CKI.CODEVALUE!2789705"
"26398","COVEREDCHRGS","CKI.CODEVALUE!2789781"
"26398","COVEREDDAYS","CKI.CODEVALUE!2789703"
"26398","COVEREDVISIT","CKI.CODEVALUE!2789780"
"26398","D21","CKI.CODEVALUE!12313833"
"26398","D22","CKI.CODEVALUE!2570190573"
"26398","D23","CKI.CODEVALUE!4101303556"
"26398","DAYOUTLRAMT","CKI.CODEVALUE!2789695"
"26398","DEDAMT","CKI.CODEVALUE!2789627"
"26398","DEDMAJMED","CKI.CODEVALUE!2789752"
"26398","DENREVMEDICR","CKI.CODEVALUE!2789690"
"26398","DIAGNOTCOVER","CKI.CODEVALUE!12313803"
"26398","DIRECTMEA","CKI.CODEVALUE!2789701"
"26398","DISCHARGES","CKI.CODEVALUE!2789707"
"26398","DISCPROVCONT","CKI.CODEVALUE!2789667"
"26398","DISPFEEADJ","CKI.CODEVALUE!2789717"
"26398","DISPSHARADJ","CKI.CODEVALUE!2789702"
"26398","DOBAFTERDOS","CKI.CODEVALUE!2789640"
"26398","DODBEFOREDOS","CKI.CODEVALUE!2789639"
"26398","DRGWEIGHT","CKI.CODEVALUE!2789694"
"26398","DUPCLAIMSVC","CKI.CODEVALUE!2789644"
"26398","DXNOTCVMSINV","CKI.CODEVALUE!2789673"
"26398","DXNOTPROCED","CKI.CODEVALUE!2789637"
"26398","DXNOTPROVIDR","CKI.CODEVALUE!2789638"
"26398","DXNOTPTAGE","CKI.CODEVALUE!2789635"
"26398","DXNOTPTSEX","CKI.CODEVALUE!2789636"
"26398","FDANOTAPPROV","CKI.CODEVALUE!2789740"
"26398","GRMRUDREDUCT","CKI.CODEVALUE!2789669"
"26398","HOSPFILECLM","CKI.CODEVALUE!2789724"
"26398","INDEMADJ","CKI.CODEVALUE!2789747"
"26398","INDIRECTMEA","CKI.CODEVALUE!2789700"
"26398","INGREDCOSTAD","CKI.CODEVALUE!2789716"
"26398","INTERESTAMT","CKI.CODEVALUE!2789711"
"26398","LATEFILEPENL","CKI.CODEVALUE!2789782"
"26398","LIFERESDAYS","CKI.CODEVALUE!2789693"
"26398","MAJMEDADJ","CKI.CODEVALUE!2789728"
"26398","MEDCRPPSCOST","CKI.CODEVALUE!2789775"
"26398","MEDCRPPSDAY","CKI.CODEVALUE!2789774"
"26398","MGDCAREWITH","CKI.CODEVALUE!2789730"
"26398","MSPADJAMT","CKI.CODEVALUE!2789725"
"26398","MSPLIABMET","CKI.CODEVALUE!2789773"
"26398","MUTLINOTCOV","CKI.CODEVALUE!2789680"
"26398","NOCLMLVLADJ","CKI.CODEVALUE!2789719"
"26398","NOCOVATSVC","CKI.CODEVALUE!2789654"
"26398","NONCOVEREDCH","CKI.CODEVALUE!2789722"
"26398","NONCOVERVSTS","CKI.CODEVALUE!2789779"
"26398","NONCOVPREEXI","CKI.CODEVALUE!2789677"
"26398","NONCVDYRMADJ","CKI.CODEVALUE!2789704"
"26398","NONCVNOMEDNE","CKI.CODEVALUE!2789676"
"26398","NONCVSVCROUT","CKI.CODEVALUE!2789675"
"26398","NOTCVDWOASSI","CKI.CODEVALUE!2789737"
"26398","NOTELIGDEPEN","CKI.CODEVALUE!2789658"
"26398","NWBRNCVMOM","CKI.CODEVALUE!2789754"
"26398","OUTLIERDAYS","CKI.CODEVALUE!2789706"
"26398","P1","CKI.CODEVALUE!4109171306"
"26398","P10","CKI.CODEVALUE!4109171304"
"26398","P11","CKI.CODEVALUE!4109171301"
"26398","P12","CKI.CODEVALUE!4109171295"
"26398","P13","CKI.CODEVALUE!4109171291"
"26398","P14","CKI.CODEVALUE!4109171298"
"26398","P15","CKI.CODEVALUE!4109190189"
"26398","P16","CKI.CODEVALUE!4109171302"
"26398","P17","CKI.CODEVALUE!4109190188"
"26398","P18","CKI.CODEVALUE!4109171305"
"26398","P19","CKI.CODEVALUE!4109171308"
"26398","P2","CKI.CODEVALUE!4109171294"
"26398","P20","CKI.CODEVALUE!4109171310"
"26398","P21","CKI.CODEVALUE!4109171290"
"26398","P22","CKI.CODEVALUE!4109171289"
"26398","P23","CKI.CODEVALUE!4109171293"
"26398","P24","CKI.CODEVALUE!4118150804"
"26398","P25","CKI.CODEVALUE!4118150806"
"26398","P26","CKI.CODEVALUE!4118150805"
"26398","P27","CKI.CODEVALUE!4118150803"
"26398","P28","CKI.CODEVALUE!4118150792"
"26398","P29","CKI.CODEVALUE!4118150808"
"26398","P3","CKI.CODEVALUE!4109171300"
"26398","P4","CKI.CODEVALUE!4109171292"
"26398","P5","CKI.CODEVALUE!4109171307"
"26398","P6","CKI.CODEVALUE!4109171296"
"26398","P7","CKI.CODEVALUE!4109171299"
"26398","P8","CKI.CODEVALUE!4109171297"
"26398","P9","CKI.CODEVALUE!4109190187"
"26398","PAIDPTINS","CKI.CODEVALUE!2789726"
"26398","PAPERCLMFEE","CKI.CODEVALUE!2789756"
"26398","PARTPMTDEFF","CKI.CODEVALUE!2789769"
"26398","PENDREVIEW","CKI.CODEVALUE!2789759"
"26398","PIPDAYS","CKI.CODEVALUE!2789708"
"26398","PMDDENSVCNRX","CKI.CODEVALUE!12313810"
"26398","PMTADJALTBEN","CKI.CODEVALUE!12313805"
"26398","PMTADJAUTHNO","CKI.CODEVALUE!2789641"
"26398","PMTADJBADRX","CKI.CODEVALUE!2789795"
"26398","PMTADJCAMCP","CKI.CODEVALUE!2789650"
"26398","PMTADJDX","CKI.CODEVALUE!2789800"
"26398","PMTADJELSDRE","CKI.CODEVALUE!2789656"
"26398","PMTADJERRORS","CKI.CODEVALUE!2789751"
"26398","PMTADJINVPOS","CKI.CODEVALUE!2789684"
"26398","PMTADJNOINFO","CKI.CODEVALUE!2789643"
"26398","PMTADJNONWPT","CKI.CODEVALUE!2789794"
"26398","PMTADJNOPROC","CKI.CODEVALUE!2789741"
"26398","PMTADJNOSEPA","CKI.CODEVALUE!2789793"
"26398","PMTADJNOTMET","CKI.CODEVALUE!2789783"
"26398","PMTADJNOTPT","CKI.CODEVALUE!2789738"
"26398","PMTADJOTRPRV","CKI.CODEVALUE!2789798"
"26398","PMTADJOTRPYR","CKI.CODEVALUE!2789648"
"26398","PMTADJPDOTR","CKI.CODEVALUE!2789649"
"26398","PMTADJPRFCSP","CKI.CODEVALUE!2789784"
"26398","PMTADJPRVSPC","CKI.CODEVALUE!12313808"
"26398","PMTADJPTREQ","CKI.CODEVALUE!12313814"
"26398","PMTADJTRANS","CKI.CODEVALUE!2789743"
"26398","PMTDEDWRONG","CKI.CODEVALUE!2789755"
"26398","PMTDENABN","CKI.CODEVALUE!2789742"
"26398","PMTDENABSREF","CKI.CODEVALUE!12313801"
"26398","PMTDENDENPLN","CKI.CODEVALUE!12313804"
"26398","PMTDENFAILTS","CKI.CODEVALUE!2789801"
"26398","PMTDENINCRX","CKI.CODEVALUE!12313811"
"26398","PMTDENNOELIG","CKI.CODEVALUE!12313813"
"26398","PMTDENONEDAY","CKI.CODEVALUE!2789792"
"26398","PMTDENOUTUS","CKI.CODEVALUE!2789739"
"26398","PMTDENPRCCD","CKI.CODEVALUE!2789796"
"26398","PMTDENPYRNOT","CKI.CODEVALUE!2789683"
"26398","PMTDENRXCUR","CKI.CODEVALUE!12313812"
"26398","PMTDENSTOPLO","CKI.CODEVALUE!2789651"
"26398","PMTDENTERROR","CKI.CODEVALUE!12313798"
"26398","PMTDENTYPFAC","CKI.CODEVALUE!12313807"
"26398","PMTDENTYPPRV","CKI.CODEVALUE!12313806"
"26398","PMTDNDNOEXCE","CKI.CODEVALUE!2789688"
"26398","PMTINCLDOTR","CKI.CODEVALUE!2789723"
"26398","PMTNOTPRESDR","CKI.CODEVALUE!12313809"
"26398","PMTREDREGULA","CKI.CODEVALUE!2789763"
"26398","PMTRENTPURCH","CKI.CODEVALUE!2789734"
"26398","PREARRDMOADJ","CKI.CODEVALUE!2789758"
"26398","PREDETPMTCOM","CKI.CODEVALUE!2789727"
"26398","PRESUMPMTADJ","CKI.CODEVALUE!2789777"
"26398","PREVIOUSPAID","CKI.CODEVALUE!2789791"
"26398","PRIMPYRAMT","CKI.CODEVALUE!2789697"
"26398","PRIORHOSPREQ","CKI.CODEVALUE!2789776"
"26398","PROCCDCORCTD","CKI.CODEVALUE!2789691"
"26398","PROCCDNOTAGE","CKI.CODEVALUE!2789632"
"26398","PROCCDNOTMOD","CKI.CODEVALUE!2789630"
"26398","PROCCDNOTPOS","CKI.CODEVALUE!2789631"
"26398","PROCCDNOTPRV","CKI.CODEVALUE!2789634"
"26398","PROCCDNOTSEX","CKI.CODEVALUE!2789633"
"26398","PROCEXCESSCH","CKI.CODEVALUE!2789720"
"26398","PROCNOTCOV","CKI.CODEVALUE!2789674"
"26398","PROFREMOVED","CKI.CODEVALUE!2789715"
"26398","PROMPTPYDISC","CKI.CODEVALUE!2789670"
"26398","PROVNOTELDOS","CKI.CODEVALUE!2789785"
"26398","PROVNOTELIG","CKI.CODEVALUE!2789678"
"26398","PROVPROMODIS","CKI.CODEVALUE!2789729"
"26398","PSYCHREDUCT","CKI.CODEVALUE!2789748"
"26398","PTCOVMCPLAN","CKI.CODEVALUE!2789746"
"26398","PTINSDIDWRNG","CKI.CODEVALUE!2789766"
"26398","PTPMTOPTION","CKI.CODEVALUE!2789732"
"26398","PTREFUNDAMT","CKI.CODEVALUE!2789770"
"26398","PYRREFNOTPT","CKI.CODEVALUE!2789750"
"26398","PYRREFOVRPY","CKI.CODEVALUE!2789749"
"26398","RAD001","CKI.CODEVALUE!4200081244"
"26398","RAD002","CKI.CODEVALUE!4200081245"
"26398","RAD004","CKI.CODEVALUE!4200081246"
"26398","RAD005","CKI.CODEVALUE!4200081247"
"26398","RAD006","CKI.CODEVALUE!4200081249"
"26398","RAD007","CKI.CODEVALUE!4200081250"
"26398","RAD008","CKI.CODEVALUE!4200081477"
"26398","RAD009","CKI.CODEVALUE!4200081479"
"26398","RAD010","CKI.CODEVALUE!4200081481"
"26398","RAD011","CKI.CODEVALUE!4200081484"
"26398","RAD012","CKI.CODEVALUE!4200081487"
"26398","RAD013","CKI.CODEVALUE!4200081490"
"26398","RAD014","CKI.CODEVALUE!4200081498"
"26398","RAD015","CKI.CODEVALUE!4200081499"
"26398","RAD016","CKI.CODEVALUE!4200081500"
"26398","RAD017","CKI.CODEVALUE!4200081501"
"26398","RAD018","CKI.CODEVALUE!4200081502"
"26398","RAD019","CKI.CODEVALUE!4200081503"
"26398","RAD020","CKI.CODEVALUE!4200081504"
"26398","RAD021","CKI.CODEVALUE!4200081505"
"26398","RAD022","CKI.CODEVALUE!4200081506"
"26398","RAD023","CKI.CODEVALUE!4200081507"
"26398","RAD024","CKI.CODEVALUE!4200081508"
"26398","RAD025","CKI.CODEVALUE!4200081511"
"26398","RAD026","CKI.CODEVALUE!4200081513"
"26398","RAD027","CKI.CODEVALUE!4200081516"
"26398","RAD028","CKI.CODEVALUE!4200081518"
"26398","RAD029","CKI.CODEVALUE!4200081541"
"26398","RAD030","CKI.CODEVALUE!4200081542"
"26398","RAD031","CKI.CODEVALUE!4200081544"
"26398","RAD032","CKI.CODEVALUE!4200081547"
"26398","RAD033","CKI.CODEVALUE!4200081549"
"26398","RAD034","CKI.CODEVALUE!4200081550"
"26398","RAD035","CKI.CODEVALUE!4200081558"
"26398","RAD036","CKI.CODEVALUE!4200081577"
"26398","RAD037","CKI.CODEVALUE!4200081579"
"26398","RAD038","CKI.CODEVALUE!4200081581"
"26398","RAD039","CKI.CODEVALUE!4200081583"
"26398","RAD040","CKI.CODEVALUE!4200081585"
"26398","RAD041","CKI.CODEVALUE!4200081587"
"26398","RAD042","CKI.CODEVALUE!4200081589"
"26398","RAD043","CKI.CODEVALUE!4200081591"
"26398","RAD044","CKI.CODEVALUE!4200081595"
"26398","RAD045","CKI.CODEVALUE!4200081596"
"26398","RAD046","CKI.CODEVALUE!4200081597"
"26398","RAD047","CKI.CODEVALUE!4200081598"
"26398","RAD048","CKI.CODEVALUE!4200081599"
"26398","RAD049","CKI.CODEVALUE!4200081600"
"26398","RAD050","CKI.CODEVALUE!4200081601"
"26398","RAD051","CKI.CODEVALUE!4200081602"
"26398","RAD052","CKI.CODEVALUE!4200081603"
"26398","RAD053","CKI.CODEVALUE!4200081604"
"26398","RAD054","CKI.CODEVALUE!4200081611"
"26398","RAD055","CKI.CODEVALUE!4200081619"
"26398","RAD056","CKI.CODEVALUE!4200081621"
"26398","RAD057","CKI.CODEVALUE!4200081622"
"26398","RAD058","CKI.CODEVALUE!4200081627"
"26398","RAD059","CKI.CODEVALUE!4200081629"
"26398","RAD060","CKI.CODEVALUE!4200081633"
"26398","RAD061","CKI.CODEVALUE!4200081639"
"26398","RAD062","CKI.CODEVALUE!4200081641"
"26398","RAD063","CKI.CODEVALUE!4200081643"
"26398","RAD064","CKI.CODEVALUE!4200081644"
"26398","RAD065","CKI.CODEVALUE!4200081646"
"26398","RAD066","CKI.CODEVALUE!4200081663"
"26398","RAD067","CKI.CODEVALUE!4200081667"
"26398","RAD068","CKI.CODEVALUE!4200081671"
"26398","RAD069","CKI.CODEVALUE!4200081674"
"26398","RAD070","CKI.CODEVALUE!4200081677"
"26398","RAD071","CKI.CODEVALUE!4200081679"
"26398","RAD072","CKI.CODEVALUE!4200081683"
"26398","RAD073","CKI.CODEVALUE!4200081687"
"26398","RAD074","CKI.CODEVALUE!4200081688"
"26398","RAD075","CKI.CODEVALUE!4200081691"
"26398","RAD076","CKI.CODEVALUE!4200081694"
"26398","RAD077","CKI.CODEVALUE!4200081697"
"26398","RAD079","CKI.CODEVALUE!4200081703"
"26398","RAD080","CKI.CODEVALUE!4200081706"
"26398","RAD081","CKI.CODEVALUE!4200081708"
"26398","RAD082","CKI.CODEVALUE!4200081712"
"26398","RAD083","CKI.CODEVALUE!4200081714"
"26398","RAD084","CKI.CODEVALUE!4200081718"
"26398","RAD085","CKI.CODEVALUE!4200081723"
"26398","RAD086","CKI.CODEVALUE!4200081727"
"26398","RAD087","CKI.CODEVALUE!4200081968"
"26398","RAD088","CKI.CODEVALUE!4200081972"
"26398","RAD089","CKI.CODEVALUE!4200081977"
"26398","RAD090","CKI.CODEVALUE!4200081979"
"26398","RAD091","CKI.CODEVALUE!4200081983"
"26398","RAD092","CKI.CODEVALUE!4200081985"
"26398","RAD093","CKI.CODEVALUE!4200081988"
"26398","RAD094","CKI.CODEVALUE!4200081990"
"26398","RAD095","CKI.CODEVALUE!4200081993"
"26398","RAD096","CKI.CODEVALUE!4200081999"
"26398","RAD097","CKI.CODEVALUE!4200082002"
"26398","RAD098","CKI.CODEVALUE!4200082004"
"26398","RAD099","CKI.CODEVALUE!4200082007"
"26398","RAD100","CKI.CODEVALUE!4200081476"
"26398","RAD101","CKI.CODEVALUE!4200081478"
"26398","RAD102","CKI.CODEVALUE!4200081480"
"26398","RAD103","CKI.CODEVALUE!4200081482"
"26398","RAD104","CKI.CODEVALUE!4200081483"
"26398","RAD105","CKI.CODEVALUE!4200081485"
"26398","RAD106","CKI.CODEVALUE!4200081486"
"26398","RAD107","CKI.CODEVALUE!4200081488"
"26398","RAD108","CKI.CODEVALUE!4200081489"
"26398","RAD109","CKI.CODEVALUE!4200081855"
"26398","RAD110","CKI.CODEVALUE!4200081856"
"26398","RAD111","CKI.CODEVALUE!4200081858"
"26398","RAD112","CKI.CODEVALUE!4200081876"
"26398","RAD113","CKI.CODEVALUE!4200081880"
"26398","RAD114","CKI.CODEVALUE!4200082113"
"26398","RAD115","CKI.CODEVALUE!4200082114"
"26398","RAD116","CKI.CODEVALUE!4200082115"
"26398","RAD117","CKI.CODEVALUE!4200082116"
"26398","RAD118","CKI.CODEVALUE!4200082117"
"26398","RAD119","CKI.CODEVALUE!4200082119"
"26398","RAD120","CKI.CODEVALUE!4200082120"
"26398","RAD121","CKI.CODEVALUE!4200082122"
"26398","RAD122","CKI.CODEVALUE!4200082123"
"26398","RAD123","CKI.CODEVALUE!4200082129"
"26398","RAD124","CKI.CODEVALUE!4200082131"
"26398","RAD125","CKI.CODEVALUE!4200082132"
"26398","RAD126","CKI.CODEVALUE!4200082133"
"26398","RAD127","CKI.CODEVALUE!4200082134"
"26398","RAD128","CKI.CODEVALUE!4200082137"
"26398","RAD129","CKI.CODEVALUE!4200082139"
"26398","RAD130","CKI.CODEVALUE!4200082142"
"26398","RAD131","CKI.CODEVALUE!4200082145"
"26398","RAD132","CKI.CODEVALUE!4200082152"
"26398","RAD133","CKI.CODEVALUE!4200082153"
"26398","RAD134","CKI.CODEVALUE!4200082155"
"26398","RAD135","CKI.CODEVALUE!4200082174"
"26398","RAD136","CKI.CODEVALUE!4200082357"
"26398","RAD137","CKI.CODEVALUE!4200082358"
"26398","RAD138","CKI.CODEVALUE!4200082359"
"26398","RAD139","CKI.CODEVALUE!4200082360"
"26398","RAD140","CKI.CODEVALUE!4200082361"
"26398","RAD141","CKI.CODEVALUE!4200082362"
"26398","RAD142","CKI.CODEVALUE!4200082363"
"26398","RAD143","CKI.CODEVALUE!4200082364"
"26398","RAD144","CKI.CODEVALUE!4200082365"
"26398","RAD145","CKI.CODEVALUE!4200082366"
"26398","RAD146","CKI.CODEVALUE!4200082368"
"26398","RAD147","CKI.CODEVALUE!4200082370"
"26398","RAD148","CKI.CODEVALUE!4200082372"
"26398","RAD149","CKI.CODEVALUE!4200082374"
"26398","RAD150","CKI.CODEVALUE!4200082375"
"26398","RAD151","CKI.CODEVALUE!4200082377"
"26398","RAD152","CKI.CODEVALUE!4200082379"
"26398","RAD153","CKI.CODEVALUE!4200082381"
"26398","RAD154","CKI.CODEVALUE!4200082385"
"26398","RAD155","CKI.CODEVALUE!4200082386"
"26398","RAD156","CKI.CODEVALUE!4200082387"
"26398","RAD157","CKI.CODEVALUE!4200082388"
"26398","RAD158","CKI.CODEVALUE!4200082390"
"26398","RAD159","CKI.CODEVALUE!4200082393"
"26398","RAD160","CKI.CODEVALUE!4200082395"
"26398","RAD162","CKI.CODEVALUE!4200082396"
"26398","RAD163","CKI.CODEVALUE!4200082398"
"26398","RAD164","CKI.CODEVALUE!4200082399"
"26398","RAD165","CKI.CODEVALUE!4200082402"
"26398","RAD166","CKI.CODEVALUE!4200082404"
"26398","RAD167","CKI.CODEVALUE!4200082405"
"26398","RAD168","CKI.CODEVALUE!4200082413"
"26398","RAD169","CKI.CODEVALUE!4200082416"
"26398","RAD170","CKI.CODEVALUE!4200082418"
